OBJECTID,Permanent_Identifier,FDate,Resolution,GNIS_ID,GNIS_Name,LengthKM,ReachCode,FlowDir,WBArea_Permanent_Identifier,FType,FCode,MainPath,InNetwork,VisibilityFilter,Shape_Length,NHDPlusID,VPUID,Enabled
25159,125915834,3/9/2012 10:35:22,2,00587392,Slaughterhouse Branch,4.396000000000000,02060003000783,1,,460,46006,0,1,0,0.047863611527177,10000400014996.000000000000000,0206,1
25160,125915849,3/9/2012 10:34:11,2,00597622,Jones Falls,0.472000000000000,02060003000766,1,,460,46006,0,1,0,0.005206506893590,10000400014997.000000000000000,0206,1
25161,125915953,3/9/2012 10:35:16,2,00583120,Beaverdam Run,0.853000000000000,02060003000943,1,,460,46006,0,1,0,0.008653856021289,10000400014998.000000000000000,0206,1
25257,81698627,3/9/2012 11:33:56,2,,,1.115000000000000,02060006000658,1,,460,46006,0,1,0,0.012183564658638,10000400009738.000000000000000,0206,1
25780,125920557,6/10/2016 0:00:00,2,,,0.543876990000000,02060003008371,1,,460,46006,0,1,0,0.006008034200012,10000400010272.000000000000000,0206,1
25781,125920455,3/9/2012 10:33:02,2,,,0.018000000000000,02060003000739,1,,460,46006,0,1,0,0.000202018656642,10000400010273.000000000000000,0206,1
25782,125920525,6/10/2016 0:00:00,2,,,0.710465330000000,02060003000723,1,,460,46006,0,1,0,0.006888593214376,10000400010274.000000000000000,0206,1
25837,125922628,3/9/2012 10:35:03,2,,,0.331000000000000,02060003008759,1,,460,46006,0,1,0,0.003327239970822,10000400010506.000000000000000,0206,1
25838,125920423,3/9/2012 10:31:57,2,,,0.990000000000000,02060003008335,1,,460,46006,0,1,0,0.009470748614624,10000400010507.000000000000000,0206,1
25839,125920640,3/3/2014 0:00:00,2,00597508,Gwynns Falls,2.036998070000000,02060003000190,1,125920312,558,55800,0,1,0,0.021877026236907,10000400010508.000000000000000,0206,1
25840,125920647,3/9/2012 10:34:49,2,,,0.020000000000000,02060003008316,1,125920298,558,55800,0,1,0,0.000181266678605,10000400010509.000000000000000,0206,1
25841,125920383,3/9/2012 10:34:49,2,,,0.052000000000000,02060003008316,1,,460,46006,0,1,0,0.000474670126186,10000400010510.000000000000000,0206,1
25842,125920641,4/21/2015 0:00:00,2,,,0.107789300000000,02060003000414,1,125920322,558,55800,0,1,0,0.001063513556798,10000400010511.000000000000000,0206,1
25995,125919695,3/9/2012 10:34:52,2,,,0.325000000000000,02060003008223,1,,460,46003,0,1,0,0.003615479320225,10000400000701.000000000000000,0206,1
25996,125919906,3/9/2012 10:35:06,2,00597875,Patapsco River,0.339000000000000,02060003000238,1,125924170,558,55800,0,1,0,0.003769036252086,10000400000702.000000000000000,0206,1
26009,125915372,3/9/2012 10:33:31,2,,,1.875000000000000,02060003007169,1,,460,46006,0,1,0,0.019816396749023,10000400000810.000000000000000,0206,1
26013,125919699,3/9/2012 10:34:18,2,,,0.344000000000000,02060003008227,1,,460,46006,0,1,0,0.003892117497423,10000400000556.000000000000000,0206,1
26014,125919659,3/9/2012 10:32:38,2,00583379,Brice Run,0.757000000000000,02060003000339,1,,460,46006,0,1,0,0.008607580169376,10000400000557.000000000000000,0206,1
26024,125920330,6/10/2016 0:00:00,2,00588139,West Branch Herbert Run,0.559939600000000,02060003000491,1,,460,46006,0,1,0,0.005094993865077,10000400001072.000000000000000,0206,1
26101,81698711,3/9/2012 11:35:35,2,,,0.027000000000000,02060006001901,1,81698603,558,55800,0,1,0,0.000311980127081,10000400014549.000000000000000,0206,1
26102,81707953,3/9/2012 11:34:47,2,00586783,Red Hill Branch,0.511000000000000,02060006000652,1,,460,46006,0,1,0,0.005605772217846,10000400014550.000000000000000,0206,1
26103,81698675,3/9/2012 11:33:47,2,,,0.254000000000000,02060006001905,1,,460,46003,0,1,0,0.002275832422291,10000400014551.000000000000000,0206,1
26104,81707961,3/9/2012 11:34:53,2,,,0.547000000000000,02060006002476,1,,460,46003,0,1,0,0.005767779583896,10000400014552.000000000000000,0206,1
26106,125919729,6/10/2016 0:00:00,2,,,2.299936430000000,02060003000666,1,,460,46006,0,1,0,0.024921791926782,10000400014554.000000000000000,0206,1
26107,125919771,3/9/2012 10:32:20,2,,,0.756000000000000,02060003008175,1,,460,46006,0,1,0,0.007096018888899,10000400014555.000000000000000,0206,1
26311,125922023,3/9/2012 10:34:05,2,,,0.989000000000000,02060003000667,1,,460,46006,0,1,0,0.010656294563484,10000400000703.000000000000000,0206,1
26312,125919910,3/9/2012 10:34:52,2,00597875,Patapsco River,0.553000000000000,02060003000237,1,125924170,558,55800,0,1,0,0.005990124020650,10000400000704.000000000000000,0206,1
26313,125919799,3/9/2012 10:34:08,2,00583890,Cooper Branch,0.016000000000000,02060003000501,1,,460,46006,0,1,0,0.000160461570072,10000400000705.000000000000000,0206,1
26314,125919780,3/9/2012 10:34:08,2,00583890,Cooper Branch,1.427000000000000,02060003000501,1,,460,46006,0,1,0,0.014590004098142,10000400000706.000000000000000,0206,1
26315,125919579,3/9/2012 10:31:58,2,00585886,Miller Run,0.119000000000000,02060003000502,1,,460,46006,0,1,0,0.001317724332452,10000400000707.000000000000000,0206,1
26316,125919719,3/9/2012 10:35:21,2,,,0.727000000000000,02060003008237,1,,460,46006,0,1,0,0.007753630893527,10000400000708.000000000000000,0206,1
26317,125919816,3/9/2012 10:33:48,2,,,0.301000000000000,02060003008236,1,,460,46003,0,1,0,0.003483306925178,10000400000709.000000000000000,0206,1
26318,125919610,3/9/2012 10:31:39,2,00584122,Dogwood Run,1.665000000000000,02060003000506,1,,460,46006,0,1,0,0.018048750562610,10000400000710.000000000000000,0206,1
26319,125919650,3/9/2012 10:34:44,2,,,0.393000000000000,02060003008202,1,,460,46003,0,1,0,0.003893140124835,10000400000711.000000000000000,0206,1
26322,125915367,3/9/2012 10:33:43,2,,,0.666000000000000,02060003007166,1,,460,46006,0,1,0,0.007145696455574,10000400000811.000000000000000,0206,1
26323,125915841,3/9/2012 10:32:09,2,,,0.297000000000000,02060003007256,1,,460,46006,0,1,0,0.003383924134012,10000400000812.000000000000000,0206,1
26324,125915420,3/9/2012 10:32:59,2,,,1.206000000000000,02060003000777,1,,460,46006,0,1,0,0.012171765643703,10000400000813.000000000000000,0206,1
26325,125915441,3/9/2012 10:33:01,2,00583915,Councilmans Run,0.647000000000000,02060003000923,1,,460,46006,0,1,0,0.006947596893517,10000400000814.000000000000000,0206,1
26326,125915442,3/9/2012 10:33:26,2,,,0.630000000000000,02060003000926,1,,460,46006,0,1,0,0.006310317956279,10000400000815.000000000000000,0206,1
26327,125915443,3/9/2012 10:35:37,2,,,0.677000000000000,02060003007199,1,,460,46006,0,1,0,0.007304411115271,10000400000816.000000000000000,0206,1
26527,125920488,4/21/2015 0:00:00,2,,,0.576002630000000,02060003008362,1,,460,46006,0,1,0,0.005972369872866,10000400001186.000000000000000,0206,1
26528,125920636,3/9/2012 10:31:57,2,,,0.023000000000000,02060003008335,1,125920312,558,55800,0,1,0,0.000259389547895,10000400001187.000000000000000,0206,1
26529,125920386,3/9/2012 10:33:54,2,,,0.724000000000000,02060003008317,1,,460,46006,0,1,0,0.007132936081041,10000400001188.000000000000000,0206,1
26530,125920545,3/9/2012 10:35:14,2,,,0.532000000000000,02060003008369,1,,460,46006,0,1,0,0.005378028879562,10000400001189.000000000000000,0206,1
26531,125920531,6/10/2016 0:00:00,2,00597622,Jones Falls,2.253868850000000,02060003000752,1,,460,46006,0,1,0,0.022644893229023,10000400001190.000000000000000,0206,1
26532,125920489,3/9/2012 10:34:08,2,,,0.508000000000000,02060003008363,1,,460,46006,0,1,0,0.005403736906700,10000400001191.000000000000000,0206,1
26533,125920437,3/9/2012 10:34:31,2,00597622,Jones Falls,0.351000000000000,02060003000753,1,,460,46006,0,1,0,0.003237183321744,10000400001192.000000000000000,0206,1
26534,125920431,3/9/2012 10:33:06,2,00598242,Western Run,0.382000000000000,02060003000791,1,,460,46006,0,1,0,0.004332298751623,10000400001193.000000000000000,0206,1
26535,125920506,6/10/2016 0:00:00,2,,,0.839974800000000,02060003008366,1,,460,46006,0,1,0,0.009086697722987,10000400001194.000000000000000,0206,1
26536,125915956,6/10/2016 0:00:00,2,,,1.282525450000000,02060003007276,1,,460,46006,0,1,0,0.014077357461784,10000400001195.000000000000000,0206,1
26666,125919691,3/9/2012 10:33:02,2,,,0.304000000000000,02060003008222,1,,460,46003,0,1,0,0.002829530154681,10000400000619.000000000000000,0206,1
26667,125919603,3/9/2012 10:34:10,2,,,0.457000000000000,02060003008186,1,,460,46006,0,1,0,0.004370680729875,10000400000620.000000000000000,0206,1
26743,125919630,3/9/2012 10:35:10,2,,,1.017000000000000,02060003000507,1,,460,46006,0,1,0,0.009469773351348,10000400014726.000000000000000,0206,1
26951,125919762,3/9/2012 10:35:13,2,,,0.284000000000000,02060003008179,1,,460,46006,0,1,0,0.002748214838941,10000400000431.000000000000000,0206,1
26982,125919654,3/9/2012 10:32:48,2,00583159,Bens Run,0.909000000000000,02060003000330,1,,460,46006,0,1,0,0.009162415737455,10000400000712.000000000000000,0206,1
26983,125919651,3/9/2012 10:32:38,2,,,0.432000000000000,02060003008203,1,,460,46003,0,1,0,0.004976812676868,10000400000713.000000000000000,0206,1
26984,125915506,3/9/2012 10:31:53,2,,,1.325000000000000,02060003007216,1,,460,46006,0,1,0,0.015148723797347,10000400000714.000000000000000,0206,1
26985,125915374,3/9/2012 10:35:22,2,00597508,Gwynns Falls,0.786000000000000,02060003000198,1,,460,46006,0,1,0,0.007733865433972,10000400000716.000000000000000,0206,1
26986,125915527,3/9/2012 10:33:21,2,00597508,Gwynns Falls,1.446000000000000,02060003000200,1,,460,46006,0,1,0,0.014607421187735,10000400000717.000000000000000,0206,1
26987,125915531,3/9/2012 10:35:05,2,00597508,Gwynns Falls,1.105000000000000,02060003000201,1,,460,46006,0,1,0,0.010065211690191,10000400000718.000000000000000,0206,1
27033,125915357,3/9/2012 10:35:05,2,,,0.505000000000000,02060003007160,1,,460,46006,0,1,0,0.005007927227429,10000400014814.000000000000000,0206,1
27034,125915402,3/9/2012 10:34:45,2,,,0.748000000000000,02060003007181,0,,460,46006,0,0,0,0.008332004413128,10000400014815.000000000000000,0206,1
27035,125924216,3/9/2012 10:35:20,2,,,0.820000000000000,02060003010979,1,,460,46006,0,1,0,0.007765840106860,10000400014816.000000000000000,0206,1
27036,125915430,3/9/2012 10:34:54,2,,,0.085000000000000,02060003007193,1,,460,46006,0,1,0,0.000950524542017,10000400014817.000000000000000,0206,1
27037,125915429,3/9/2012 10:35:29,2,,,0.564000000000000,02060003007192,1,,460,46006,0,1,0,0.005245216322313,10000400014818.000000000000000,0206,1
27038,125915548,3/9/2012 10:33:01,2,00583915,Councilmans Run,0.965000000000000,02060003000923,1,,460,46006,0,1,0,0.010661905926206,10000400014819.000000000000000,0206,1
27171,125920487,6/10/2016 0:00:00,2,00597622,Jones Falls,0.944382030000000,02060003000752,1,,460,46006,0,1,0,0.009120023924510,10000400005864.000000000000000,0206,1
27172,125916019,3/9/2012 10:33:17,2,,,0.070000000000000,02060003000790,1,125915669,558,55800,0,1,0,0.000737461060742,10000400005865.000000000000000,0206,1
27173,125920478,6/10/2016 0:00:00,2,,,0.259727260000000,02060003000790,1,,460,46006,0,1,0,0.002736945979014,10000400005866.000000000000000,0206,1
27174,125915831,3/9/2012 10:35:27,2,00582846,Towson Run,1.085000000000000,02060003000787,1,,460,46006,0,1,0,0.012045709931995,10000400005867.000000000000000,0206,1
27175,125915928,6/10/2016 0:00:00,2,,,0.882518240000000,02060003007271,1,,460,46006,0,1,0,0.010133857804259,10000400005868.000000000000000,0206,1
27183,125920582,6/10/2016 0:00:00,2,,,3.823274350000000,02060003011605,0,,566,56600,0,0,0,0.039852072289255,10000400001249.000000000000000,0206,1
27184,125920493,3/9/2012 10:34:03,2,00598127,Stony Run,0.885000000000000,02060003000749,1,,460,46006,0,1,0,0.008202106963128,10000400001250.000000000000000,0206,1
27185,125920015,3/9/2012 10:33:54,2,,,0.371000000000000,02060003008270,1,,460,46006,0,1,0,0.004268167024514,10000400001251.000000000000000,0206,1
27186,125920235,3/9/2012 10:33:45,2,,,0.017000000000000,02060003000750,1,,334,33400,0,1,0,0.000197217454372,10000400001252.000000000000000,0206,1
27187,125920174,3/9/2012 10:33:45,2,,,0.052000000000000,02060003000750,1,,460,46006,0,1,0,0.000609598423754,10000400001253.000000000000000,0206,1
27305,125919767,3/9/2012 10:35:20,2,,,1.367000000000000,02060003000658,1,,460,46006,0,1,0,0.013300513106494,10000400000432.000000000000000,0206,1
27307,125919634,3/9/2012 10:32:33,2,,,0.694000000000000,02060003000514,1,,460,46006,0,1,0,0.007048281267860,10000400000434.000000000000000,0206,1
27308,125919714,3/9/2012 10:34:37,2,,,1.124000000000000,02060003008233,1,,460,46006,0,1,0,0.011335327778438,10000400000435.000000000000000,0206,1
27309,125919646,3/9/2012 10:32:33,2,,,0.010000000000000,02060003000514,1,,460,46006,0,1,0,0.000104134634913,10000400000436.000000000000000,0206,1
27310,125915350,3/9/2012 10:33:04,2,00584342,Falls Run,0.519000000000000,02060003000516,1,,460,46006,0,1,0,0.005715261220280,10000400000437.000000000000000,0206,1
27346,125915662,3/9/2012 10:35:23,2,,,0.064000000000000,02060003000726,1,125915320,558,55800,0,1,0,0.000666690210996,10000400000719.000000000000000,0206,1
27347,125915401,3/9/2012 10:33:21,2,00597508,Gwynns Falls,0.234000000000000,02060003000200,1,,460,46006,0,1,0,0.002320720930180,10000400000720.000000000000000,0206,1
27348,125915433,3/9/2012 10:35:23,2,,,0.080000000000000,02060003007195,1,,460,46006,0,1,0,0.000798585122066,10000400000721.000000000000000,0206,1
27349,125915421,3/9/2012 10:34:45,2,,,1.254000000000000,02060003007188,1,,460,46006,0,1,0,0.012879626003820,10000400000722.000000000000000,0206,1
27350,125915463,3/9/2012 10:32:00,2,00583915,Councilmans Run,0.312000000000000,02060003000919,1,,460,46006,0,1,0,0.003307824809781,10000400000723.000000000000000,0206,1
27351,125915460,3/9/2012 10:34:48,2,00583915,Councilmans Run,0.448000000000000,02060003000920,1,,460,46006,0,1,0,0.004652751698325,10000400000724.000000000000000,0206,1
27695,81707793,3/9/2012 11:34:50,2,00586615,Plumtree Branch,0.631000000000000,02060006000653,1,,460,46006,0,1,0,0.006389236939513,10000400000490.000000000000000,0206,1
27696,81698613,3/9/2012 11:34:21,2,,,0.112000000000000,02060006001890,1,,460,46006,0,1,0,0.001263569211903,10000400000491.000000000000000,0206,1
27740,125919753,3/9/2012 10:35:13,2,,,1.235000000000000,02060003008196,1,,460,46006,0,1,0,0.012988564761181,10000400014727.000000000000000,0206,1
27741,125915369,3/9/2012 10:35:02,2,,,0.515000000000000,02060003007167,1,,460,46006,0,1,0,0.005716830198824,10000400014728.000000000000000,0206,1
27742,125915365,3/9/2012 10:34:45,2,,,0.144000000000000,02060003007164,1,,460,46006,0,1,0,0.001363485280473,10000400014729.000000000000000,0206,1
27743,125915379,3/9/2012 10:35:22,2,00597508,Gwynns Falls,0.534000000000000,02060003000198,1,,460,46006,0,1,0,0.006137672464794,10000400014730.000000000000000,0206,1
27744,125915591,3/9/2012 10:31:53,2,,,0.156000000000000,02060003007241,1,,460,46006,0,1,0,0.001446907791686,10000400014731.000000000000000,0206,1
27745,125915528,3/9/2012 10:33:21,2,00597508,Gwynns Falls,0.862000000000000,02060003000200,1,,460,46006,0,1,0,0.009240307580116,10000400014732.000000000000000,0206,1
27746,125915537,3/9/2012 10:33:18,2,,,0.976000000000000,02060003007226,1,,460,46006,0,1,0,0.009493610092115,10000400014733.000000000000000,0206,1
27747,125915596,3/9/2012 10:35:25,2,,,1.024000000000000,02060003007243,1,,460,46006,0,1,0,0.009584439465411,10000400014734.000000000000000,0206,1
27750,125920445,3/9/2012 10:35:05,2,,,0.752000000000000,02060003008343,1,,460,46006,0,1,0,0.008360926885009,10000400014813.000000000000000,0206,1
27905,125919787,3/9/2012 10:35:29,2,,,0.008000000000000,02060003000662,1,,460,46006,0,1,0,0.000098999999864,10000400005238.000000000000000,0206,1
27906,125919861,3/9/2012 10:35:29,2,,,0.209000000000000,02060003000662,1,,334,33400,0,1,0,0.002441591610064,10000400005239.000000000000000,0206,1
28347,125919909,3/9/2012 10:34:52,2,00597875,Patapsco River,0.058000000000000,02060003000237,1,125924170,558,55800,0,1,0,0.000610661370945,10000400005316.000000000000000,0206,1
28348,125919925,3/9/2012 10:34:08,2,00583890,Cooper Branch,0.017000000000000,02060003000501,1,125919547,558,55800,0,1,0,0.000170609435605,10000400005317.000000000000000,0206,1
28349,125919782,3/9/2012 10:31:38,2,,,0.478000000000000,02060003008238,1,,460,46006,0,1,0,0.004783091756790,10000400005318.000000000000000,0206,1
28350,125919899,3/9/2012 10:35:49,2,00597875,Patapsco River,0.382000000000000,02060003000242,1,125924170,558,55800,0,1,0,0.003810109173152,10000400005319.000000000000000,0206,1
28351,125919598,3/9/2012 10:35:32,2,,,0.306000000000000,02060003000505,1,,460,46003,0,1,0,0.003474568734846,10000400005320.000000000000000,0206,1
28352,125919858,3/9/2012 10:33:57,2,,,0.089000000000000,02060003008188,1,125919566,558,55800,0,1,0,0.001038376845025,10000400005321.000000000000000,0206,1
28353,125919750,3/9/2012 10:34:44,2,,,0.437000000000000,02060003008202,1,,460,46006,0,1,0,0.004246241184725,10000400005323.000000000000000,0206,1
28354,125919664,3/9/2012 10:35:47,2,,,0.402000000000000,02060003008208,1,,460,46003,0,1,0,0.003885041510572,10000400005324.000000000000000,0206,1
28355,125919644,3/9/2012 10:32:48,2,00583159,Bens Run,0.551000000000000,02060003000330,1,,460,46006,0,1,0,0.005094878999300,10000400005325.000000000000000,0206,1
28356,125919751,3/9/2012 10:32:38,2,,,0.431000000000000,02060003008203,1,,460,46006,0,1,0,0.004731272999918,10000400005326.000000000000000,0206,1
28357,125915535,3/9/2012 10:35:23,2,,,1.574000000000000,02060003000726,1,,460,46006,0,1,0,0.016297324304558,10000400005327.000000000000000,0206,1
28661,125919913,3/9/2012 10:33:30,2,00597875,Patapsco River,0.440000000000000,02060003000248,1,125924170,558,55800,0,1,0,0.004688358091697,10000400005036.000000000000000,0206,1
28664,125919837,3/9/2012 10:35:02,2,,,0.059000000000000,02060003008199,1,125919528,558,55800,0,1,0,0.000530666703527,10000400005039.000000000000000,0206,1
28665,125919642,3/9/2012 10:35:02,2,,,0.127000000000000,02060003008199,1,,460,46006,0,1,0,0.001153742323619,10000400005040.000000000000000,0206,1
28666,125919732,3/9/2012 10:31:38,2,,,1.269000000000000,02060003000515,1,,460,46006,0,1,0,0.013585061429472,10000400005041.000000000000000,0206,1
28667,125919665,3/9/2012 10:31:38,2,,,0.443000000000000,02060003000515,1,,460,46003,0,1,0,0.004779665392863,10000400005042.000000000000000,0206,1
28668,125919820,3/9/2012 10:31:38,2,00584689,Granite Branch,0.455000000000000,02060003000513,1,,460,46003,0,1,0,0.004482678556170,10000400005043.000000000000000,0206,1
28671,125915880,3/9/2012 10:34:27,2,00583120,Beaverdam Run,1.006000000000000,02060003000942,1,,460,46006,0,1,0,0.010654614096399,10000400005709.000000000000000,0206,1
28705,81698615,3/9/2012 11:34:30,2,,,0.025000000000000,02060006001891,1,,460,46006,0,1,0,0.000262888647783,10000400005097.000000000000000,0206,1
28706,125915424,3/9/2012 10:35:53,2,,,0.832000000000000,02060003007189,1,,460,46006,0,1,0,0.007836477693472,10000400005328.000000000000000,0206,1
28707,125915471,3/9/2012 10:34:25,2,00584084,Delaware Run,0.785000000000000,02060003000352,1,,460,46006,0,1,0,0.007460370422863,10000400005329.000000000000000,0206,1
29028,125915352,3/9/2012 10:33:38,2,,,1.879000000000000,02060003007158,1,,460,46006,0,1,0,0.018854862594673,10000400005044.000000000000000,0206,1
29029,125915643,3/9/2012 10:34:11,2,,,0.072000000000000,02060003007186,1,125915274,558,55800,0,1,0,0.000653736490234,10000400005045.000000000000000,0206,1
29030,125915546,3/9/2012 10:33:21,2,00586208,Norris Run,2.308000000000000,02060003000591,1,,460,46006,0,1,0,0.025433143606283,10000400005046.000000000000000,0206,1
29032,125915406,3/9/2012 10:33:21,2,,,0.684000000000000,02060003007183,1,,460,46006,0,1,0,0.007666885994090,10000400005252.000000000000000,0206,1
29033,125915553,3/9/2012 10:32:55,2,00584084,Delaware Run,1.866000000000000,02060003000353,1,,460,46006,0,1,0,0.020777367346157,10000400005253.000000000000000,0206,1
29063,81698617,3/9/2012 11:36:13,2,,,0.095000000000000,02060006001892,1,,460,46006,0,1,0,0.001098063416307,10000400005098.000000000000000,0206,1
29064,81698657,3/9/2012 11:35:48,2,,,2.084000000000000,02060006000655,1,,460,46006,0,1,0,0.021340749233637,10000400005099.000000000000000,0206,1
29065,81698695,3/9/2012 11:35:48,2,,,0.286000000000000,02060006000655,1,,460,46003,0,1,0,0.002677811539182,10000400005100.000000000000000,0206,1
29155,125920468,3/9/2012 10:32:20,2,,,0.514000000000000,02060003000715,1,,460,46006,0,1,0,0.004798755987708,10000400001135.000000000000000,0206,1
29156,125920571,3/9/2012 10:32:13,2,00597713,Maidens Choice Run,0.881000000000000,02060003000747,1,,460,46006,0,1,0,0.009900918945095,10000400001136.000000000000000,0206,1
